Unnamed: 0,YEAR,Sports,state_cd,SUM_PARTIC_MEN,SUM_PARTIC_WOMEN,TOTAL_OPEXP_INCLCOED,SUM_TOTAL_HDCOACH,TOTAL_REVENUE_ALL,TOTAL_EXPENSE_ALL,TOTAL_PARTIC
12392,2019,Swimming and Diving,OR,0,0,0,0,0,0,0
12393,2019,Swimming and Diving,PA,419,552,2655118,35,13860930,14885588,971
12394,2019,Swimming and Diving,PR,0,0,0,0,0,0,0
12395,2019,Swimming and Diving,RI,87,116,640972,7,2473300,2475087,203
12396,2019,Swimming and Diving,SC,25,43,498096,2,455250,2719139,68
12397,2019,Swimming and Diving,SD,65,75,302816,4,1437222,1437222,140
12398,2019,Swimming and Diving,TN,51,91,693050,5,765962,4587627,142
12399,2019,Swimming and Diving,TX,248,283,2549995,20,10845293,17990751,531
12400,2019,Swimming and Diving,UT,61,64,835713,8,636710,4125150,125
12401,2019,Swimming and Diving,VA,109,226,1663393,12,7690335,11145823,335
12402,2019,Swimming and Diving,VI,0,0,0,0,0,0,0
12403,2019,Swimming and Diving,VT,59,79,263338,5,1029651,950284,138
12404,2019,Swimming and Diving,WA,0,0,0,0,0,0,0
12405,2019,Swimming and Diving,WI,249,323,1595889,24,4527708,7289518,572
12406,2019,Swimming and Diving,WV,36,52,507915,3,6276352,2641616,88
12407,2019,Swimming and Diving,WY,30,50,239234,2,1025509,1536011,80
12408,2019,Tennis,AK,0,0,0,0,0,0,0
12409,2019,Tennis,AL,202,199,1542736,47,8723540,12174676,401
12410,2019,Tennis,AR,101,115,663443,22,2511901,4313190,216
12411,2019,Tennis,AZ,89,84,1130628,21,3498117,6537311,173
12412,2019,Tennis,CA,733,829,5543664,167,34769104,37924343,1562
12413,2019,Tennis,CO,53,75,576792,14,3874614,4421267,128
12414,2019,Tennis,CT,103,134,647817,23,4199300,4457462,237
12415,2019,Tennis,DC,46,62,315987,11,2670764,2716165,108
12416,2019,Tennis,DE,12,35,171650,5,1577732,1549144,47
12417,2019,Tennis,FL,342,329,3266355,65,19422693,22538655,671
12418,2019,Tennis,GA,309,314,2003439,64,9801374,14068669,623
12419,2019,Tennis,HI,24,31,329568,7,1438219,1943509,55
12420,2019,Tennis,IA,200,199,970285,37,2868699,5505143,399
12421,2019,Tennis,ID,40,51,356645,9,2214108,2724613,91
12422,2019,Tennis,IL,366,401,1983356,83,8752850,12602618,767
12423,2019,Tennis,IN,370,321,2218965,67,9124722,13487646,691
12424,2019,Tennis,KS,189,189,1166416,37,5221769,6849126,378
12425,2019,Tennis,KY,206,194,1098006,38,4515014,8376643,400
12426,2019,Tennis,LA,81,152,1261027,27,7014098,8361555,233
12427,2019,Tennis,MA,327,355,1328196,66,7346459,7113702,682
12428,2019,Tennis,MD,149,182,534700,33,2863083,3522295,331
12429,2019,Tennis,ME,43,62,172316,10,868542,780377,105
12430,2019,Tennis,MI,212,253,1572112,47,6858145,10436701,465
12431,2019,Tennis,MN,197,252,818864,43,1928332,3640048,449
12432,2019,Tennis,MO,184,199,708515,43,7243258,7064678,383
12433,2019,Tennis,MS,198,185,1242244,46,5579116,7173372,383
12434,2019,Tennis,MT,20,16,233555,4,1237664,1512599,36
12435,2019,Tennis,NC,412,397,2775671,79,20000393,22305245,809
12436,2019,Tennis,ND,11,20,208458,3,866399,866399,31
12437,2019,Tennis,NE,77,88,525806,17,2133134,3512337,165
12438,2019,Tennis,NH,42,62,299271,10,1377648,1384516,104
12439,2019,Tennis,NJ,146,208,848789,38,5672561,5756911,354
12440,2019,Tennis,NM,45,39,313225,10,2299515,2167766,84
12441,2019,Tennis,NV,17,21,316872,4,1875696,1893694,38
12442,2019,Tennis,NY,597,798,2852077,140,15750232,16241402,1395
12443,2019,Tennis,OH,327,385,1845462,76,9578042,11709874,712
12444,2019,Tennis,OK,73,91,1549012,18,4549172,7862020,164
12445,2019,Tennis,OR,85,83,754135,18,2320062,3827281,168
12446,2019,Tennis,PA,676,820,2138994,158,12381618,13217730,1496
12447,2019,Tennis,PR,30,33,37947,12,252307,252307,63
12448,2019,Tennis,RI,65,83,397558,13,1818102,1801966,148
12449,2019,Tennis,SC,225,202,1419696,46,11223562,14219982,427
12450,2019,Tennis,SD,18,34,144498,6,792149,792149,52
12451,2019,Tennis,TN,282,255,2200133,58,13121797,15598931,537
12452,2019,Tennis,TX,471,462,4954735,95,25356022,30945146,933
12453,2019,Tennis,UT,42,51,1070606,11,3360754,5593816,93
12454,2019,Tennis,VA,295,296,2455285,67,13833679,16402737,591
12455,2019,Tennis,VI,0,0,0,0,0,0,0
12456,2019,Tennis,VT,51,52,73612,11,402484,400831,103
12457,2019,Tennis,WA,102,108,1317364,22,5461835,7064717,210
12458,2019,Tennis,WI,193,278,1008013,46,3974986,5231415,471
12459,2019,Tennis,WV,97,115,398362,24,5067483,2990291,212
12460,2019,Tennis,WY,0,10,77334,1,522712,650307,10
12461,2019,Volleyball,AK,0,34,212478,2,1225863,1219893,34
12462,2019,Volleyball,AL,0,516,2299003,33,11167281,13498188,516
12463,2019,Volleyball,AR,0,314,1566167,19,5295754,7467310,314
12464,2019,Volleyball,AZ,59,264,2076054,20,6554193,9623772,323
12465,2019,Volleyball,CA,614,2485,11520423,199,59015066,64243737,3099
12466,2019,Volleyball,CO,0,353,2174645,21,10810055,12579241,353
12467,2019,Volleyball,CT,15,306,1122773,20,8254376,8871879,321
12468,2019,Volleyball,DC,0,109,572318,7,4395993,4750438,109
12469,2019,Volleyball,DE,0,81,423396,6,2273514,2250460,81
12470,2019,Volleyball,FL,23,943,4922741,62,24523527,28106300,966
12471,2019,Volleyball,GA,46,557,2628754,36,8414516,12714375,603
12472,2019,Volleyball,HI,21,68,714873,5,3897636,3775646,89
12473,2019,Volleyball,IA,197,874,3190488,51,11194921,15083587,1071
12474,2019,Volleyball,ID,0,130,850777,8,3682389,4507860,130
12475,2019,Volleyball,IL,334,1380,5393308,109,23920957,27119686,1714
12476,2019,Volleyball,IN,81,675,3877474,45,18265266,19037941,756
12477,2019,Volleyball,KS,20,832,2602938,47,11832493,14521407,852
12478,2019,Volleyball,KY,47,502,2340269,30,8972213,12615532,549
12479,2019,Volleyball,LA,0,288,1822257,17,7902598,9842830,288
12480,2019,Volleyball,MA,202,782,2254865,68,9556629,9448961,984
12481,2019,Volleyball,MD,16,413,1764193,32,5742064,7199482,429
12482,2019,Volleyball,ME,0,170,420288,13,1217168,1194764,170
12483,2019,Volleyball,MI,68,785,3677196,53,14098764,17560949,853
12484,2019,Volleyball,MN,0,675,2396615,46,7553153,9944847,675
12485,2019,Volleyball,MO,135,866,3031642,53,19192835,19145557,1001
12486,2019,Volleyball,MS,0,240,1641594,15,4757994,6872822,240
12487,2019,Volleyball,MT,0,178,952960,11,4106792,4593423,178
12488,2019,Volleyball,NC,93,968,3418083,68,21921721,23350800,1061
12489,2019,Volleyball,ND,20,234,1086214,15,4643063,4624319,254
12490,2019,Volleyball,NE,0,398,2170493,21,10902150,10254550,398
12491,2019,Volleyball,NH,29,182,565292,14,2937419,2927723,211
12492,2019,Volleyball,NJ,136,461,1794071,41,8712407,8891991,597
12493,2019,Volleyball,NM,0,151,628537,8,3776901,3766488,151
12494,2019,Volleyball,NV,0,42,410856,3,2054961,2054959,42
12495,2019,Volleyball,NY,427,1820,6065318,160,26787257,27375075,2247
12496,2019,Volleyball,OH,89,1095,4153350,70,18755233,23571486,1184
12497,2019,Volleyball,OK,0,335,1576294,21,6483030,8219154,335
12498,2019,Volleyball,OR,0,435,1868488,28,6085835,8990767,435
12499,2019,Volleyball,PA,321,1830,5833176,146,25328664,27045296,2151
12500,2019,Volleyball,PR,211,254,170081,34,1679247,1675519,465
12501,2019,Volleyball,RI,19,145,602844,10,3244856,3225225,164
12502,2019,Volleyball,SC,57,491,2132664,34,12449010,14901935,548
12503,2019,Volleyball,SD,0,213,812298,11,4265779,4244658,213
12504,2019,Volleyball,TN,71,621,2870776,42,14291832,16362985,692
12505,2019,Volleyball,TX,0,1556,8588674,93,36903947,41959891,1556
12506,2019,Volleyball,UT,20,189,1924468,12,6379598,9449043,209
12507,2019,Volleyball,VA,90,594,2590820,43,12471298,15018676,684
12508,2019,Volleyball,VI,0,0,0,0,0,0,0
12509,2019,Volleyball,VT,14,83,170622,7,380180,372213,97
12510,2019,Volleyball,WA,0,528,3242414,37,9971247,12392388,528
12511,2019,Volleyball,WI,141,612,3125232,43,10088953,14362460,753
12512,2019,Volleyball,WV,30,370,1188255,22,7547234,6060698,400
12513,2019,Volleyball,WY,0,116,487131,8,2521867,2670911,116
12514,2019,Water Polo,AK,0,0,0,0,0,0,0
12515,2019,Water Polo,AL,0,0,0,0,0,0,0
12516,2019,Water Polo,AR,0,0,0,0,0,0,0
12517,2019,Water Polo,AZ,10,30,130283,3,256625,1239781,40
12518,2019,Water Polo,CA,1209,1290,5020453,138,23864890,27350069,2499
12519,2019,Water Polo,CO,0,0,0,0,0,0,0
12520,2019,Water Polo,CT,9,9,62088,2,261295,261295,18
12521,2019,Water Polo,DC,18,14,91065,2,812042,812042,32
12522,2019,Water Polo,DE,0,0,0,0,0,0,0
12523,2019,Water Polo,FL,0,0,0,0,0,0,0
12524,2019,Water Polo,GA,0,0,0,0,0,0,0
12525,2019,Water Polo,HI,0,20,142859,1,320769,823439,20
12526,2019,Water Polo,IA,0,0,0,0,0,0,0
12527,2019,Water Polo,ID,0,0,0,0,0,0,0
12528,2019,Water Polo,IL,47,39,125681,4,464781,464781,86
12529,2019,Water Polo,IN,0,24,138620,1,18241,1018822,24
12530,2019,Water Polo,KS,0,0,0,0,0,0,0
12531,2019,Water Polo,KY,0,0,0,0,0,0,0
12532,2019,Water Polo,LA,0,0,0,0,0,0,0
12533,2019,Water Polo,MA,32,15,219021,3,632105,632105,47
12534,2019,Water Polo,MD,13,0,71361,1,102996,132216,13
12535,2019,Water Polo,ME,0,0,0,0,0,0,0
12536,2019,Water Polo,MI,0,25,201479,1,34704,1495423,25
12537,2019,Water Polo,MN,0,11,14892,1,111139,111139,11
12538,2019,Water Polo,MO,0,0,0,0,0,0,0
12539,2019,Water Polo,MS,0,0,0,0,0,0,0
12540,2019,Water Polo,MT,0,0,0,0,0,0,0
12541,2019,Water Polo,NC,0,0,0,0,0,0,0
12542,2019,Water Polo,ND,0,0,0,0,0,0,0
12543,2019,Water Polo,NE,0,0,0,0,0,0,0
12544,2019,Water Polo,NH,0,0,0,0,0,0,0
12545,2019,Water Polo,NJ,22,17,189753,2,744000,744000,39
12546,2019,Water Polo,NM,0,0,0,0,0,0,0
12547,2019,Water Polo,NV,0,0,0,0,0,0,0
12548,2019,Water Polo,NY,86,101,654792,11,2935929,2979465,187
12549,2019,Water Polo,OH,0,10,26892,1,97411,97411,10
12550,2019,Water Polo,OK,0,0,0,0,0,0,0
12551,2019,Water Polo,OR,0,0,0,0,0,0,0
12552,2019,Water Polo,PA,112,139,754227,14,2948550,2881701,251
12553,2019,Water Polo,PR,0,0,0,0,0,0,0
12554,2019,Water Polo,RI,20,23,264861,2,764134,764134,43
12555,2019,Water Polo,SC,0,0,0,0,0,0,0
12556,2019,Water Polo,SD,0,0,0,0,0,0,0
12557,2019,Water Polo,TN,0,0,0,0,0,0,0
12558,2019,Water Polo,TX,26,16,118038,2,173447,173447,42
12559,2019,Water Polo,UT,0,0,0,0,0,0,0
12560,2019,Water Polo,VA,0,15,38449,1,341042,341042,15
12561,2019,Water Polo,VI,0,0,0,0,0,0,0
12562,2019,Water Polo,VT,0,0,0,0,0,0,0
12563,2019,Water Polo,WA,0,0,0,0,0,0,0
12564,2019,Water Polo,WI,0,12,20160,1,73812,73812,12
12565,2019,Water Polo,WV,15,10,54867,2,377179,371481,25
12566,2019,Water Polo,WY,0,0,0,0,0,0,0
12567,2019,Wrestling,AK,0,0,0,0,0,0,0
12568,2019,Wrestling,AL,24,0,54984,1,128851,128851,24
12569,2019,Wrestling,AR,154,25,303083,8,1822267,2186133,179
12570,2019,Wrestling,AZ,86,0,522068,3,1465580,2755100,86
12571,2019,Wrestling,CA,720,41,1564738,33,7687858,8617046,761
12572,2019,Wrestling,CO,242,26,610432,9,3085734,3223381,268
12573,2019,Wrestling,CT,82,0,189467,3,660985,602545,82
12574,2019,Wrestling,DC,23,0,145186,1,1032178,1032178,23
12575,2019,Wrestling,DE,0,0,0,0,0,0,0
12576,2019,Wrestling,FL,60,0,190889,2,944703,931945,60
12577,2019,Wrestling,GA,255,71,358495,8,3326359,3279182,326
12578,2019,Wrestling,HI,0,0,0,0,0,0,0
12579,2019,Wrestling,IA,865,29,2218927,27,9791293,11725676,894
12580,2019,Wrestling,ID,22,0,46849,1,119296,287910,22
12581,2019,Wrestling,IL,443,44,1136111,17,4433640,6660581,487
12582,2019,Wrestling,IN,258,3,820024,10,2377951,4694692,261
12583,2019,Wrestling,KS,401,37,539654,20,4842125,4987834,438
12584,2019,Wrestling,KY,212,40,588198,9,3340607,3322309,252
12585,2019,Wrestling,LA,0,0,0,0,0,0,0
12586,2019,Wrestling,MA,218,4,575836,9,1594562,1539240,222
12587,2019,Wrestling,MD,84,0,278952,4,266838,1477010,84
12588,2019,Wrestling,ME,28,0,61719,1,101211,107268,28
12589,2019,Wrestling,MI,334,18,1138373,13,2935011,5253278,352
12590,2019,Wrestling,MN,318,11,830755,14,2338820,3509760,329
12591,2019,Wrestling,MO,333,47,630389,17,6253598,6120899,380
12592,2019,Wrestling,MS,0,0,0,0,0,0,0
12593,2019,Wrestling,MT,57,19,214739,3,1499614,1549283,76
12594,2019,Wrestling,NC,408,0,1064343,13,5549410,7160945,408
12595,2019,Wrestling,ND,159,28,408526,6,2126308,2126308,187
12596,2019,Wrestling,NE,251,28,672769,11,3159214,4748645,279
12597,2019,Wrestling,NH,50,0,92858,2,254416,288929,50
12598,2019,Wrestling,NJ,248,8,906490,13,4656257,4876897,256
12599,2019,Wrestling,NM,22,0,39283,1,219891,219891,22
12600,2019,Wrestling,NV,0,0,0,0,0,0,0
12601,2019,Wrestling,NY,585,9,1546369,22,6626600,6483398,594
12602,2019,Wrestling,OH,649,17,1679723,24,6618248,8449051,666
12603,2019,Wrestling,OK,184,19,1048969,7,3060542,5550148,203
12604,2019,Wrestling,OR,216,86,604743,15,2343517,3504856,302
12605,2019,Wrestling,PA,1126,43,2955996,45,15345083,15367015,1169
12606,2019,Wrestling,PR,48,0,35597,7,192284,192284,48
12607,2019,Wrestling,RI,158,0,284685,4,951579,925518,158
12608,2019,Wrestling,SC,220,29,368697,10,3481712,3345317,249
12609,2019,Wrestling,SD,104,0,346599,4,1892082,1839390,104
12610,2019,Wrestling,TN,91,27,275935,4,1957496,1926471,118
12611,2019,Wrestling,TX,44,34,229424,4,1338661,1337661,78
12612,2019,Wrestling,UT,34,0,182379,1,696160,725999,34
12613,2019,Wrestling,VA,322,17,1067062,12,4412700,6194262,339
12614,2019,Wrestling,VI,0,0,0,0,0,0,0
12615,2019,Wrestling,VT,79,0,157063,2,325648,296655,79
12616,2019,Wrestling,WA,54,24,181905,5,332471,331346,78
12617,2019,Wrestling,WI,298,21,700245,13,2375592,4930791,319
12618,2019,Wrestling,WV,148,0,362385,7,3913960,2151740,148
12619,2019,Wrestling,WY,68,0,250785,3,1352079,1482078,68
12620,2020,All Track Combined,AL,738,849,2736028,21,15003888,16575450,1587
12621,2020,All Track Combined,AR,690,706,3531816,20,14479957,14232574,1396
12622,2020,All Track Combined,AZ,538,489,2559169,16,15606548,12112378,1027
12623,2020,All Track Combined,CA,1189,1521,5067161,46,29309915,29432173,2710
12624,2020,All Track Combined,CO,1055,909,2035358,32,10080912,10065365,1964
12625,2020,All Track Combined,CT,444,577,900155,13,6780210,6780210,1021
12626,2020,All Track Combined,DC,142,141,229875,6,3354263,3354263,283
12627,2020,All Track Combined,DE,77,85,130942,2,973365,973365,162
12628,2020,All Track Combined,FL,1025,1215,3962262,38,19535526,23546050,2240
12629,2020,All Track Combined,GA,884,1026,2268154,29,13749825,12152273,1910
12630,2020,All Track Combined,HI,0,103,123785,1,749775,1128243,103
12631,2020,All Track Combined,IA,1555,1218,3502156,46,14645372,16897615,2773
12632,2020,All Track Combined,ID,420,454,788055,14,5973749,5973749,874
12633,2020,All Track Combined,IL,2283,2252,3409417,70,20946862,23552425,4535
12634,2020,All Track Combined,IN,1812,1628,3909333,53,18455480,24140492,3440
12635,2020,All Track Combined,KS,2260,1796,4337893,82,19866148,23177637,4056
12636,2020,All Track Combined,KY,938,1108,2945085,33,16060939,16028683,2046
12637,2020,All Track Combined,LA,862,937,2530946,28,16831346,17459120,1799
12638,2020,All Track Combined,MA,956,986,1859359,26,13028052,12994261,1942
12639,2020,All Track Combined,MD,476,568,1090911,13,5656559,5899417,1044
12640,2020,All Track Combined,ME,162,170,153807,4,888239,887222,332
12641,2020,All Track Combined,MI,1954,2136,3756940,59,18439769,22483944,4090
12642,2020,All Track Combined,MN,1015,1270,1883891,45,4259372,7388946,2285
12643,2020,All Track Combined,MO,1765,1779,2283024,57,17530438,17461210,3544
12644,2020,All Track Combined,MS,449,486,2889007,19,8266187,11196574,935
12645,2020,All Track Combined,MT,380,377,455507,13,4084467,4098054,757
12646,2020,All Track Combined,NC,2204,2427,4709245,75,36752493,37818341,4631
12647,2020,All Track Combined,ND,418,493,1206002,12,5553691,5561649,911
12648,2020,All Track Combined,NE,866,941,1578956,19,6490941,9658778,1807
12649,2020,All Track Combined,NH,216,204,134108,5,1582102,1582102,420
12650,2020,All Track Combined,NJ,770,610,1540888,21,9213078,9209616,1380
12651,2020,All Track Combined,NM,100,243,166738,7,3336284,3034834,343
12652,2020,All Track Combined,NV,0,103,197745,1,1300311,1300311,103
12653,2020,All Track Combined,NY,1506,1576,1608082,47,17987995,17823103,3082
12654,2020,All Track Combined,OH,2533,2759,3828878,79,24151839,23981645,5292
12655,2020,All Track Combined,OK,695,799,1786851,24,8418237,14703739,1494
12656,2020,All Track Combined,OR,412,500,2072234,15,6437068,10625247,912
12657,2020,All Track Combined,PA,2386,2796,3562425,109,25270173,26602701,5182
12658,2020,All Track Combined,RI,255,272,502846,8,4494394,4485137,527
12659,2020,All Track Combined,SC,1166,1449,3359693,44,22217853,22113003,2615
12660,2020,All Track Combined,SD,846,881,973015,24,5867046,5744973,1727
12661,2020,All Track Combined,TN,1015,1144,3333350,38,18695309,21759314,2159
12662,2020,All Track Combined,TX,3007,2750,11320740,86,52835326,60440921,5757
12663,2020,All Track Combined,UT,654,950,2326513,17,7272715,10521464,1604
12664,2020,All Track Combined,VA,1060,1220,4100206,33,18413267,21525649,2280
12665,2020,All Track Combined,VT,96,149,90743,2,880418,553103,245
12666,2020,All Track Combined,WA,605,655,2407255,24,8970204,12429563,1260
12667,2020,All Track Combined,WI,952,912,1667780,30,5862104,8657980,1864
12668,2020,All Track Combined,WV,546,677,824423,24,7395311,6064889,1223
12669,2020,All Track Combined,WY,77,132,243165,2,1920044,1745289,209
12670,2020,Baseball,AL,1612,0,5589717,41,23304662,25483924,1612
12671,2020,Baseball,AR,990,0,3836613,23,14999600,15177195,990
12672,2020,Baseball,AZ,720,0,2432703,19,16010700,12982722,720
12673,2020,Baseball,CA,3829,0,11896246,104,61972937,59057101,3829
12674,2020,Baseball,CO,600,0,1096365,14,5296448,5237820,600
12675,2020,Baseball,CT,668,0,1671982,17,9303938,9239513,668
12676,2020,Baseball,DC,114,0,277330,3,3166017,3091090,114
12677,2020,Baseball,DE,194,0,470934,5,2023281,1956918,194
12678,2020,Baseball,FL,2166,0,7887559,57,40722055,42084337,2166
12679,2020,Baseball,GA,1695,0,4585748,39,18175149,20717373,1695
12680,2020,Baseball,HI,137,0,587478,3,1656004,2339544,137
12681,2020,Baseball,IA,1646,0,2574637,35,12962381,12927817,1646
12682,2020,Baseball,ID,176,0,406482,4,2397626,2397626,176
12683,2020,Baseball,IL,3240,0,6294693,84,26419203,28331140,3240
12684,2020,Baseball,IN,1513,0,4653546,35,19107348,21742289,1513
12685,2020,Baseball,KS,1813,0,4280433,41,19553317,23385983,1813
12686,2020,Baseball,KY,1090,0,3259147,25,18201049,18215133,1090
12687,2020,Baseball,LA,900,0,5541316,23,19244861,22751567,900
12688,2020,Baseball,MA,1601,0,3333034,45,11901162,11548002,1601
12689,2020,Baseball,MD,873,0,1959500,27,6233271,6648818,873
12690,2020,Baseball,ME,296,0,443727,9,1910055,1873881,296
12691,2020,Baseball,MI,1731,0,4139875,45,16052224,18626162,1731
12692,2020,Baseball,MN,1360,0,2621504,41,6183218,7455783,1360
12693,2020,Baseball,MO,1967,0,3827166,43,22015707,21572125,1967
12694,2020,Baseball,MS,1038,0,6658382,31,23011808,22421114,1038
12695,2020,Baseball,MT,132,0,362747,3,1090469,1056244,132
12696,2020,Baseball,NC,2262,0,7237676,52,33370008,35192917,2262
12697,2020,Baseball,ND,469,0,960778,12,3912301,3902093,469
12698,2020,Baseball,NE,725,0,2147023,16,9733541,10766417,725
12699,2020,Baseball,NH,310,0,304921,9,1624923,1569214,310
12700,2020,Baseball,NJ,1277,0,2719072,38,11482967,11429417,1277
12701,2020,Baseball,NM,297,0,644995,7,4841499,4416848,297
12702,2020,Baseball,NV,113,0,650742,3,3029573,3029573,113
12703,2020,Baseball,NY,3064,0,4364022,90,30603401,24807308,3064
12704,2020,Baseball,OH,2483,0,4435244,56,21528165,21513213,2483
12705,2020,Baseball,OK,1422,0,3185231,33,15602545,19061093,1422
12706,2020,Baseball,OR,883,0,2494407,21,9435023,11488709,883
12707,2020,Baseball,PA,3626,0,5391829,101,21379570,20950362,3626
12708,2020,Baseball,RI,237,0,563639,6,2696636,2672823,237
12709,2020,Baseball,SC,1559,0,4336390,33,24512276,24086444,1559
12710,2020,Baseball,SD,378,0,708951,8,3281554,3196696,378
12711,2020,Baseball,TN,1673,0,6976634,40,31002417,32061609,1673
12712,2020,Baseball,TX,3922,0,15218452,88,63006293,67054587,3922
12713,2020,Baseball,UT,235,0,1476650,6,3355134,5749218,235
12714,2020,Baseball,VA,1555,0,5562499,37,22573918,24404655,1555
12715,2020,Baseball,VT,135,0,138036,5,519466,493551,135
12716,2020,Baseball,WA,984,0,3259009,27,7643691,11680833,984
12717,2020,Baseball,WI,1044,0,1595237,28,5649286,5352761,1044
12718,2020,Baseball,WV,814,0,1652079,19,8948635,8322787,814
12719,2020,Basketball,AK,0,15,32394,1,759923,759923,15
12720,2020,Basketball,AL,604,553,11202692,75,71885408,65608696,1157
12721,2020,Basketball,AR,502,418,6227405,58,37932834,32209652,920
12722,2020,Basketball,AZ,192,190,5363832,24,37603977,41460121,382
12723,2020,Basketball,CA,1084,893,24168138,130,159147869,158309609,1977
12724,2020,Basketball,CO,351,289,5108272,40,33297241,33000317,640
12725,2020,Basketball,CT,165,165,4127863,22,33410762,33406531,330
12726,2020,Basketball,DC,82,74,2025891,10,25329241,25265492,156
12727,2020,Basketball,DE,44,36,750605,6,6777699,6777699,80
12728,2020,Basketball,FL,906,687,15458945,103,95104740,96650539,1593
12729,2020,Basketball,GA,837,673,8363304,88,51202153,53844373,1510
12730,2020,Basketball,HI,55,58,752091,8,3762972,6273608,113
12731,2020,Basketball,IA,951,734,7685324,77,49593155,46959613,1685
12732,2020,Basketball,ID,126,111,2319492,16,13185298,13212570,237
12733,2020,Basketball,IL,1356,1111,13219885,148,86239805,86036499,2467
12734,2020,Basketball,IN,670,609,13285283,78,83086422,77903865,1279
12735,2020,Basketball,KS,991,776,8992094,92,59892514,68995757,1767
12736,2020,Basketball,KY,558,469,10595590,54,69424316,68237938,1027
12737,2020,Basketball,LA,395,362,8180869,48,42829094,46360252,757
12738,2020,Basketball,MA,339,304,5248390,45,35401608,38316373,643
12739,2020,Basketball,MD,248,225,4602148,32,26310825,30648673,473
12740,2020,Basketball,ME,205,174,442676,26,4819977,4751388,379
12741,2020,Basketball,MI,919,750,8885810,100,64288081,58531346,1669
12742,2020,Basketball,MN,566,489,3361751,64,25233400,22340508,1055
12743,2020,Basketball,MO,969,834,8922921,98,63724235,59965804,1803
12744,2020,Basketball,MS,520,432,7327446,62,39658771,41586736,952
12745,2020,Basketball,MT,183,164,1696421,23,13271581,13150044,347
12746,2020,Basketball,NC,1029,778,14900868,102,123654676,112853671,1807
12747,2020,Basketball,ND,246,228,1932241,30,10784643,10723260,474
12748,2020,Basketball,NE,389,328,5395887,42,35732664,36579372,717
12749,2020,Basketball,NH,105,80,378876,11,4227167,4226261,185
12750,2020,Basketball,NJ,430,386,5818935,56,44269377,44222347,816
12751,2020,Basketball,NM,112,74,1421822,9,9932156,11511662,186
12752,2020,Basketball,NV,45,40,1745053,6,10856449,10836031,85
12753,2020,Basketball,NY,1038,874,12513800,130,104221079,103039574,1912
12754,2020,Basketball,OH,1070,898,12313333,108,98277851,87274122,1968
12755,2020,Basketball,OK,604,506,7242861,66,56085571,54287252,1110
12756,2020,Basketball,OR,369,343,4214520,48,26225462,33997434,712
12757,2020,Basketball,PA,1304,1109,14444736,164,102946755,101179883,2413
12758,2020,Basketball,RI,73,74,3736503,10,20583396,20730500,147
12759,2020,Basketball,SC,591,508,7412803,61,62753094,60562428,1099
12760,2020,Basketball,SD,267,229,1895552,24,13155186,12823905,496
12761,2020,Basketball,TN,725,591,12693142,82,87645439,84003001,1316
12762,2020,Basketball,TX,1664,1424,30047748,183,191247598,195885965,3088
12763,2020,Basketball,UT,186,164,6183397,22,33074786,35935788,350
12764,2020,Basketball,VA,578,490,12378637,68,87089963,82559741,1068
12765,2020,Basketball,VT,77,48,292610,9,3524067,3675642,125
12766,2020,Basketball,WA,471,387,8974883,63,43533036,46908974,858
12767,2020,Basketball,WI,559,494,8510639,61,40088176,38463576,1053
12768,2020,Basketball,WV,319,311,4124389,39,20391460,24809910,630
12769,2020,Basketball,WY,101,86,1194198,14,7909729,7905866,187
12770,2020,Beach Volleyball,AL,0,119,168379,6,961277,954363,119
12771,2020,Beach Volleyball,AR,0,30,80075,2,277350,277350,30
12772,2020,Beach Volleyball,AZ,0,101,352260,6,3408101,2453852,101
12773,2020,Beach Volleyball,CA,0,620,1552947,40,8081439,8080951,620
12774,2020,Beach Volleyball,CO,0,20,40771,1,154718,159109,20
12775,2020,Beach Volleyball,FL,0,332,696227,19,3709691,3688709,332
12776,2020,Beach Volleyball,GA,0,33,88607,3,645476,645476,33
12777,2020,Beach Volleyball,HI,0,20,64441,1,255295,374938,20
12778,2020,Beach Volleyball,ID,0,19,42719,1,379853,379853,19
12779,2020,Beach Volleyball,IL,0,24,1000,1,2000,2000,24
12780,2020,Beach Volleyball,KS,0,25,6595,1,500205,500818,25
12781,2020,Beach Volleyball,KY,0,36,46986,2,209453,209453,36
12782,2020,Beach Volleyball,LA,0,93,377504,5,2400439,2083465,93
12783,2020,Beach Volleyball,MD,0,19,19158,1,50511,50511,19
12784,2020,Beach Volleyball,MO,0,53,103823,4,544435,544435,53
12785,2020,Beach Volleyball,MS,0,34,61945,2,398352,393705,34
12786,2020,Beach Volleyball,NC,0,64,76306,4,505492,519329,64
12787,2020,Beach Volleyball,NE,0,15,30639,1,87750,87750,15
12788,2020,Beach Volleyball,OR,0,49,123047,3,523629,656084,49
12789,2020,Beach Volleyball,SC,0,90,229511,4,1423872,1423872,90
12790,2020,Beach Volleyball,TN,0,78,97688,6,311292,310327,78
12791,2020,Beach Volleyball,TX,0,95,470970,6,2533051,2129189,95
12792,2020,Beach Volleyball,UT,0,12,50588,1,0,51688,12
12793,2020,Beach Volleyball,WA,0,14,112685,1,71783,336230,14
12794,2020,Bowling,AL,0,26,133207,3,523969,521754,26
12795,2020,Bowling,AR,0,9,86976,1,257175,257175,9
12796,2020,Bowling,CT,0,19,65973,1,375742,375742,19
12797,2020,Bowling,DE,0,7,56821,1,230109,230109,7
